user_id,order_id,channel,order_value,date,payment_status,discount,final_price,cac,profit
951967559171152344,1501464266,(direct),23.59,20170730,success,4.581460276560905,19.008539723439096,50.0,-30.991460276560904
1051896220301954151,1501456268,(direct),55.99,20170730,failed,10.873927973066769,45.11607202693323,50.0,-4.883927973066768
557267724728292293,1501451904,(direct),5.7,20170730,failed,1.1070082058667723,4.592991794133228,50.0,-45.407008205866774
2199373686188473715,1501402144,google,4.99,20170730,failed,0.9691177100482796,4.020882289951721,300.0,-295.9791177100483
873320659256976904,1501480779,google,27.6,20170730,success,5.3602502599864765,22.239749740013526,300.0,-277.7602502599865
8239546374178075911,1501475086,google,25.82,20170730,failed,5.014552960610537,20.805447039389463,300.0,-279.1945529606105
9391607314160932483,1501450021,(direct),110.75,20170730,success,21.508975228025445,89.24102477197455,50.0,39.24102477197455
3898563466459211162,1501440171,google,14.0,20170730,failed,2.718967523181546,11.281032476818453,300.0,-288.71896752318156
8540688286241364465,1501454901,google,24.29,20170730,failed,4.717408652719982,19.572591347280017,300.0,-280.42740865272
4895430552956512702,1501425622,google,38.79,20170730,failed,7.533482158872298,31.256517841127703,300.0,-268.7434821588723
8825602309761363794,1501428286,(direct),78.54,20170730,success,15.253407805048473,63.28659219495153,50.0,13.286592194951531
1673188218512892503,1501425876,(direct),79.99,20170730,failed,15.535015155663704,64.4549848443363,50.0,14.454984844336295
5816514381907176001,1501451104,google,43.38,20170730,success,8.424915082543963,34.95508491745604,300.0,-265.044915082544
4981679382824177253,1501437710,(direct),85.89,20170730,failed,16.680865754718784,69.20913424528122,50.0,19.20913424528122
7757589561918883331,1501434657,google,99.99,20170730,failed,19.419254474494483,80.57074552550552,300.0,-219.42925447449448
15618322761092379,1501468003,(direct),43.35,20170730,success,8.419088723565716,34.93091127643429,50.0,-15.069088723565713
1727715375435944327,1501451230,(direct),911.36,20170730,success,176.99701728048097,734.3629827195191,50.0,684.3629827195191
2422865366235727605,1501474532,google,81.47,20170730,success,15.822448865257183,65.64755113474281,300.0,-234.3524488652572
3706266616666362685,1486713192,(direct),33.98,20170210,failed,6.599322602693495,27.380677397306503,50.0,-22.619322602693497
6755488962103472751,1486744677,(direct),79.19,20170210,failed,15.379645582910474,63.81035441708953,50.0,13.810354417089528
1501789786482785393,1486777519,google,55.99,20170210,success,10.873927973066769,45.11607202693323,300.0,-254.88392797306676
6495428628706870090,1486749987,(direct),611.7,20170210,success,118.79945956643941,492.90054043356065,50.0,442.90054043356065
6946322182542883504,1486738299,Partners,21.99,20170210,failed,4.270721131054442,17.71927886894556,200.0,-182.28072113105443
2928427849127448830,1486768971,(direct),19.99,20170210,failed,3.882297199171364,16.107702800828633,50.0,-33.89229719917137
5549135228417306285,1486755607,google,29.94,20170210,failed,5.814706260289678,24.125293739710322,300.0,-275.87470626028966
664885127935747173,1486724882,google,54.97,20170210,failed,10.675831767806399,44.2941682321936,300.0,-255.7058317678064
8322693232285500367,1486769443,(direct),59.85,20170210,failed,11.623586161601109,48.22641383839889,50.0,-1.7735861616011093
5623565277433732918,1486754458,google,6.99,20170210,failed,1.3575416419313577,5.632458358068643,300.0,-294.3675416419314
5826737021779185298,1486761497,(direct),19.99,20170210,success,3.882297199171364,16.107702800828633,50.0,-33.89229719917137
1639589047263376521,1486796102,(direct),44.79,20170210,failed,8.698753954521532,36.09124604547847,50.0,-13.90875395452153
8219922685567782284,1486761532,(direct),27.18,20170210,success,5.27868123429103,21.90131876570897,50.0,-28.09868123429103
1381431420028484439,1486760380,(direct),167.55,20170210,failed,32.54021489350486,135.00978510649514,50.0,85.00978510649514
8943826077363330152,1486787010,google,18.99,20170210,success,3.6880852332298253,15.301914766770173,300.0,-284.69808523322985
286670465887517107,1486749591,(direct),39.99,20170210,failed,7.766536518002145,32.223463481997854,50.0,-17.776536518002146
3523546723004050529,1486741960,(direct),331.5,20170210,success,64.38126670962018,267.11873329037985,50.0,217.11873329037985
7813149961404844386,1486744738,(direct),814.28,20170210,failed,158.14291962687636,656.1370803731236,50.0,606.1370803731236
5480664730921696819,1486754061,(direct),627.0,20170210,failed,121.77090264534495,505.22909735465504,50.0,455.22909735465504
1490558553818530030,1486760080,(direct),170.34,20170210,success,33.082066278481754,137.25793372151824,50.0,87.25793372151824
9259412484953197672,1486753691,(direct),575.84,20170210,failed,111.83501846777583,464.0049815322242,50.0,414.0049815322242
9642698057695067786,1486751439,(direct),903.19,20170210,failed,175.41030551873862,727.7796944812615,50.0,677.7796944812615
611556253076247456,1486715541,(direct),144.29,20170210,failed,28.02284456570466,116.26715543429533,50.0,66.26715543429533
9113512902535723065,1486756265,(direct),25.55,20170210,failed,4.962115729806322,20.58788427019368,50.0,-29.41211572980632
6260138912431019098,1473618683,google,23.49,20160911,success,4.562039079966751,18.927960920033247,300.0,-281.07203907996677
7505608687492467483,1473585396,google,66.97,20160911,failed,13.006375359104867,53.963624640895134,300.0,-246.03637535910485
674198499072575604,1473615548,(direct),71.74,20160911,failed,13.932766436646007,57.80723356335399,50.0,7.807233563353989
8790696376081791158,1473600297,google,50.46,20160911,failed,9.799935801410058,40.66006419858994,300.0,-259.33993580141004
9000020020655117691,1473638927,(direct),50.84,20160911,failed,9.873736348467844,40.96626365153216,50.0,-9.03373634846784
5031234556107572838,1473645171,dfa,138.3,20160911,failed,26.859514889714845,111.44048511028517,200.0,-88.55951488971483
9725818592109154839,1473657036,(direct),41.29,20160911,failed,8.019012073726145,33.270987926273854,50.0,-16.729012073726146
1964064266327682396,1473632044,google,66.95,20160911,failed,13.002491119786036,53.94750888021397,300.0,-246.05249111978603
594563238977976970,1473604599,google,42.6,20160911,failed,8.273429749109562,34.32657025089044,300.0,-265.6734297491096
3183822495344470855,1473639678,(direct),63.82,20160911,success,12.39460766638902,51.42539233361098,50.0,1.4253923336109793
604365545479003017,1473622827,(direct),120.46,20160911,failed,23.394773417317786,97.06522658268221,50.0,47.065226582682214
776713032866720922,1473635708,(direct),41.19,20160911,failed,7.999590877131991,33.190409122868004,50.0,-16.809590877131996
8195906230937173122,1473635607,google,28.49,20160911,failed,5.533098909674446,22.95690109032555,300.0,-277.0430989096744
1596310256826367221,1473627384,google,43.98,20160911,failed,8.541442262108884,35.43855773789112,300.0,-264.56144226210887
7586960751046029408,1473604124,google,61.91,20160911,failed,12.023662811440678,49.88633718855932,300.0,-250.1136628114407
315017261115039181,1473618167,(direct),299.31,20160911,failed,58.12958352596204,241.18041647403797,50.0,191.18041647403797
20502892485275044,1473613244,(direct),0.77,20160911,success,0.14954321377498503,0.620456786225015,50.0,-49.37954321377499
4362809979067745350,1475789313,(direct),59.99,20161006,failed,11.650775836832924,48.339224163167074,50.0,-1.6607758368329257
2352233424314349714,1475754805,(direct),41.59,20161006,success,8.077275663508608,33.512724336491395,50.0,-16.487275663508605
7999024439305263613,1475778459,(direct),41.59,20161006,success,8.077275663508608,33.512724336491395,50.0,-16.487275663508605
1637147905663688954,1475780232,(direct),239.7,20161006,failed,46.5526082361869,193.1473917638131,50.0,143.1473917638131
43984908262145271,1475774049,(direct),87.99,20161006,success,17.088710883196015,70.90128911680398,50.0,20.90128911680398
1642287207440792926,1475763406,(direct),39.99,20161006,failed,7.766536518002145,32.223463481997854,50.0,-17.776536518002146
67046950690742012,1475766920,(direct),59.87,20161006,failed,11.62747040091994,48.24252959908006,50.0,-1.7574704009199422
668227072565326523,1475791910,(direct),111.98,20161006,failed,21.747855946133537,90.23214405386646,50.0,40.23214405386646
7446797504335369892,1475786816,(direct),83.85,20161006,failed,16.284673344198044,67.56532665580195,50.0,17.565326655801954
4796524276603786402,1475774109,(direct),38.98,20161006,failed,7.57038243240119,31.409617567598808,50.0,-18.590382432401192
4214259466202417480,1475744231,ask,11.49,20161006,failed,2.231495488668283,9.258504511331717,200.0,-190.74149548866828
6827048275264078810,1475764064,(direct),16.99,20161006,failed,3.2996613013467475,13.690338698653251,50.0,-36.30966130134675
4636139656248532582,1475777532,(direct),105.53,20161006,failed,20.49518876581061,85.03481123418939,50.0,35.03481123418939
7552495546342257467,1475776296,(direct),115.6,20161006,failed,22.45090326284191,93.14909673715809,50.0,43.14909673715809
4478485114168698618,1475768041,(direct),81.97,20161006,failed,15.919554848227952,66.05044515177205,50.0,16.050445151772053
6426645361872979743,1475768346,(direct),78.97,20161006,failed,15.336918950403335,63.63308104959666,50.0,13.633081049596662
2644257335535694123,1475815303,(direct),13.59,20161006,failed,2.639340617145515,10.950659382854486,50.0,-39.04934061714552
987234935111855990,1475767963,(direct),41.79,20161006,success,8.116118056696914,33.67388194330309,50.0,-16.326118056696913
8481378651104296608,1475805267,(direct),45.57,20161006,failed,8.850239287955933,36.719760712044064,50.0,-13.280239287955936
5348412778794343164,1475781240,(direct),79.15,20161006,failed,15.371877104272812,63.77812289572719,50.0,13.778122895727194
8024330436349031408,1475798795,(direct),191.6,20161006,success,37.21101267439887,154.38898732560114,50.0,104.38898732560114
8610829181848499351,1475757183,(direct),143.77,20161006,success,27.921854343415063,115.84814565658495,50.0,65.84814565658495
4750281434233359843,1475769973,(direct),17.59,20161006,success,3.416188480911671,14.173811519088328,50.0,-35.82618848091167
2768669822276347024,1475767252,(direct),53.58,20161006,failed,10.405877135147659,43.174122864852336,50.0,-6.825877135147664
420252480915406869,1475803047,(direct),99.96,20161006,success,19.413428115516236,80.54657188448375,50.0,30.546571884483754
280042180877582714,1475798435,(direct),4.99,20161006,failed,0.9691177100482796,4.020882289951721,50.0,-45.97911771004828
62337808774510362,1475772766,(direct),499.03,20161006,failed,96.9175973638062,402.1124026361938,50.0,352.1124026361938
435591376205999996,1475803180,(direct),55.98,20161006,success,10.871985853407352,45.108014146592645,50.0,-4.8919858534073555
4672677457109865399,1475800473,(direct),44.79,20161006,success,8.698753954521532,36.09124604547847,50.0,-13.90875395452153
5241647858965846935,1475799987,(direct),50.46,20161006,failed,9.799935801410058,40.66006419858994,50.0,-9.339935801410057
9218024446277360910,1475804633,(direct),88.95,20161006,success,17.275154370499894,71.67484562950011,50.0,21.674845629500112
6268470999753210022,1475782296,(direct),327.0,20161006,success,63.50731286288325,263.4926871371167,50.0,213.49268713711672
7101537945987041306,1475787789,(direct),45.57,20161006,success,8.850239287955933,36.719760712044064,50.0,-13.280239287955936
9530106606759874111,1481378660,(direct),16.99,20161210,failed,3.2996613013467475,13.690338698653251,50.0,-36.30966130134675
6528190156383151299,1481375422,(direct),18.99,20161210,failed,3.6880852332298253,15.301914766770173,50.0,-34.698085233229826
9279133350309970256,1481433326,(direct),10.99,20161210,failed,2.1343895056975137,8.855610494302486,50.0,-41.14438950569752
170940722150121590,1481400754,(direct),43.98,20161210,failed,8.541442262108884,35.43855773789112,50.0,-14.561442262108883
7940447523657179296,1481387474,yahoo,55.99,20161210,failed,10.873927973066769,45.11607202693323,200.0,-154.88392797306676
1773585151550770060,1481397709,(direct),19.99,20161210,success,3.882297199171364,16.107702800828633,50.0,-33.89229719917137
5487175269492729703,1481374553,(direct),39.9,20161210,failed,7.749057441067406,32.15094255893259,50.0,-17.84905744106741
7203916420192282208,1481390301,(direct),15.99,20161210,success,3.1054493354052086,12.88455066459479,50.0,-37.11544933540521
68546456225736307,1481400602,(direct),14.97,20161210,success,2.907353130144839,12.062646869855161,50.0,-37.93735313014484
2316037784893459235,1481381557,(direct),21.99,20161210,failed,4.270721131054442,17.71927886894556,50.0,-32.28072113105444
9418685082988026045,1481438962,(direct),30.38,20161210,success,5.9001595253039545,24.479840474696044,50.0,-25.520159525303956
9418685082988026045,1481433903,(direct),41.59,20161210,failed,8.077275663508608,33.512724336491395,50.0,-16.487275663508605
934250478833663076,1481390478,(direct),22.96,20161210,success,4.459106738017735,18.500893261982267,50.0,-31.499106738017733
3158685951899841260,1481421597,(direct),19.19,20161210,success,3.7269276264181337,15.463072373581868,50.0,-34.536927626418134
5982288201667188670,1481384151,(direct),13.59,20161210,failed,2.639340617145515,10.950659382854486,50.0,-39.04934061714552
116430981904323422,1481403186,(direct),25.98,20161210,failed,5.045626875161183,20.934373124838817,50.0,-29.065626875161183
5345276565851241365,1481400642,(direct),79.19,20161210,failed,15.379645582910474,63.81035441708953,50.0,13.810354417089528
700797453714688888,1481407916,(direct),55.99,20161210,failed,10.873927973066769,45.11607202693323,50.0,-4.883927973066768
598117673403235855,1481396589,(direct),23.99,20161210,failed,4.659145062937521,19.330854937062476,50.0,-30.669145062937524
2416466435320363096,1481414942,(direct),55.99,20161210,failed,10.873927973066769,45.11607202693323,50.0,-4.883927973066768
1223899180553359197,1481380913,(direct),53.94,20161210,failed,10.475793442886614,43.464206557113386,50.0,-6.5357934428866145
1589619757343679069,1481426278,(direct),18.99,20161210,failed,3.6880852332298253,15.301914766770173,50.0,-34.698085233229826
5505580572887892960,1481420036,(direct),220.94,20161210,success,42.90919175512363,178.03080824487637,50.0,128.03080824487637
292962023286659973,1481415237,(direct),59.94,20161210,failed,11.641065238535846,48.29893476146415,50.0,-1.701065238535847
7563368779850101640,1481399628,(direct),54.38,20161210,failed,10.56124670790089,43.81875329209911,50.0,-6.18124670790089
3091668257669224026,1481399560,(direct),116.97,20161210,failed,22.716973656181818,94.25302634381818,50.0,44.25302634381818
7450862049722666646,1481393164,(direct),41.98,20161210,failed,8.153018330225807,33.82698166977419,50.0,-16.17301833022581
544099410312340973,1481395061,(direct),158.34,20161210,failed,30.751522687183286,127.58847731281672,50.0,77.58847731281672
1830678414845743421,1481395173,(direct),121.96,20161210,failed,23.686091366230094,98.2739086337699,50.0,48.273908633769906
1486156672928256962,1481410651,(direct),43.97,20161210,failed,8.53950014244947,35.43049985755053,50.0,-14.56950014244947
224703071908989026,1481385577,(direct),15.19,20161210,failed,2.9500797626519772,12.239920237348022,50.0,-37.760079762651976
5520761942554213462,1481395998,(direct),204.59,20161210,success,39.73382611197947,164.85617388802052,50.0,114.85617388802052
3648845765125451961,1481409759,(direct),41.95,20161210,success,8.147191971247562,33.80280802875244,50.0,-16.197191971247562
7477146057219663265,1481378887,(direct),254.91,20161210,failed,49.50657223815771,205.4034277618423,50.0,155.4034277618423
958472619245730769,1481357168,(direct),76.96,20161210,failed,14.94655289886084,62.01344710113915,50.0,12.01344710113915
204360574486607491,1481413836,(direct),34.33,20161210,failed,6.667296790773033,27.662703209226965,50.0,-22.337296790773035
5326771367506211222,1481406127,(direct),121.45,20161210,failed,23.587043263599913,97.8629567364001,50.0,47.86295673640009
5065633972911728815,1482259444,(direct),0.79,20161220,failed,0.1534274530938158,0.6365725469061843,50.0,-49.36342745309381
869668043543534560,1482296712,(direct),10.99,20161220,failed,2.1343895056975137,8.855610494302486,50.0,-41.14438950569752
3229423601682163075,1482276165,(direct),25.97,20161220,failed,5.043684755501768,20.92631524449823,50.0,-29.07368475550177
2794411975075446224,1482279589,(direct),59.97,20161220,failed,11.646891597514093,48.32310840248591,50.0,-1.6768915975140928
1063651652107093288,1482271548,(direct),44.79,20161220,success,8.698753954521532,36.09124604547847,50.0,-13.90875395452153
394838067178638501,1482277497,(direct),1.59,20161220,failed,0.30879702584704705,1.281202974152953,50.0,-48.718797025847046
4924742829648731109,1482252251,(direct),27.99,20161220,failed,5.435992926703676,22.554007073296322,50.0,-27.445992926703678
4727618215092772991,1482273932,(direct),27.99,20161220,success,5.435992926703676,22.554007073296322,50.0,-27.445992926703678
2528551022767237058,1482263185,(direct),76.78,20161220,success,14.911594744991366,61.86840525500864,50.0,11.86840525500864
9377458374004899718,1482282817,(direct),5.58,20161220,failed,1.0837027699537876,4.4962972300462125,50.0,-45.50370276995379
8612454810238832902,1482252076,(direct),19.99,20161220,success,3.882297199171364,16.107702800828633,50.0,-33.89229719917137
1489499358843992719,1482272133,(direct),13.59,20161220,failed,2.639340617145515,10.950659382854486,50.0,-39.04934061714552
4716582509715548824,1482271654,(direct),44.8,20161220,failed,8.700696074180946,36.09930392581905,50.0,-13.90069607418095
3694974073962512722,1482271250,(direct),13.59,20161220,failed,2.639340617145515,10.950659382854486,50.0,-39.04934061714552
2880561522667457576,1482257189,(direct),24.99,20161220,failed,4.853357028879059,20.13664297112094,50.0,-29.86335702887906
518977830588706496,1482248052,(direct),19.19,20161220,failed,3.7269276264181337,15.463072373581868,50.0,-34.536927626418134
4013826819302935041,1482268712,(direct),55.99,20161220,failed,10.873927973066769,45.11607202693323,50.0,-4.883927973066768
9490705353206455281,1482293887,(direct),44.79,20161220,success,8.698753954521532,36.09124604547847,50.0,-13.90875395452153
7360418616242621195,1482252245,(direct),31.97,20161220,failed,6.208956551151002,25.761043448848998,50.0,-24.238956551151002
5136029543125072381,1482268757,(direct),135.97,20161220,failed,26.407001009071056,109.56299899092895,50.0,59.562998990928946
6448992994015431295,1482270341,(direct),44.79,20161220,failed,8.698753954521532,36.09124604547847,50.0,-13.90875395452153
9922694841308849938,1482265600,(direct),44.79,20161220,success,8.698753954521532,36.09124604547847,50.0,-13.90875395452153
2263874374627120387,1482261981,(direct),55.97,20161220,failed,10.870043733747938,45.099956266252065,50.0,-4.9000437337479354
401157104421670800,1482239038,(direct),16.99,20161220,failed,3.2996613013467475,13.690338698653251,50.0,-36.30966130134675
2496439703637913793,1482283481,(direct),1679.79,20161220,success,326.2353182689378,1353.5546817310621,50.0,1303.5546817310621
4808974885561715322,1482299785,(direct),677.74,20161220,failed,131.62521779721865,546.1147822027814,50.0,496.1147822027814
249200089780217479,1482303690,(direct),38.47,20161220,failed,7.471334329771005,30.998665670228995,50.0,-19.001334329771005
5850295749820717320,1482265375,(direct),138.35,20161220,success,26.86922548801192,111.48077451198807,50.0,61.48077451198807
6366738125554594213,1482283372,(direct),11.2,20161220,failed,2.1751740185452366,9.024825981454763,50.0,-40.97517401854524
3280132197483942848,1482258002,(direct),82.97,20161220,success,16.11376681416949,66.8562331858305,50.0,16.856233185830504
8838271881130575329,1482282655,dfa,139.18,20161220,failed,27.030421419743398,112.14957858025662,200.0,-87.85042141974338
835258838123409003,1482272981,(direct),33.58,20161220,failed,6.521637816316879,27.05836218368312,50.0,-22.94163781631688
9600570327260491637,1482257373,(direct),40.76,20161220,success,7.916079731777129,32.84392026822287,50.0,-17.156079731777133
8688274309849590379,1482240450,(direct),56.96,20161220,success,11.062313580030061,45.89768641996994,50.0,-4.1023135800300565
7771656628828873351,1482251436,dfa,116.78,20161220,success,22.680073382652925,94.09992661734708,200.0,-105.90007338265292
3158193721801238039,1482258588,(direct),59.15,20161220,failed,11.48763778544203,47.662362214557966,50.0,-2.337637785442034
5012216957441063220,1482286527,(direct),42.94,20161220,success,8.339461817529685,34.600538182470316,50.0,-15.399461817529684
1118628644000079833,1482239514,(direct),41.59,20161220,failed,8.077275663508608,33.512724336491395,50.0,-16.487275663508605
2602830122596681742,1482297850,(direct),3.18,20161220,failed,0.6175940516940941,2.562405948305906,50.0,-47.43759405169409
8091479699447776041,1482265505,(direct),41.47,20161220,failed,8.053970227595622,33.41602977240438,50.0,-16.58397022759562
2973611363966262012,1482270548,(direct),32.78,20161220,failed,6.366268243563649,26.413731756436352,50.0,-23.586268243563648
412874493990262782,1482250977,(direct),107.98,20161220,failed,20.971008082367383,87.00899191763261,50.0,37.00899191763261
9503263320769884901,1482246743,(direct),227.12,20161220,success,44.10942170464234,183.01057829535767,50.0,133.01057829535767
9372618001980854712,1482254320,dealspotr.com,674.82,20161220,failed,131.05811885666935,543.7618811433307,200.0,343.7618811433307
3220580369738167789,1482254794,(direct),8.78,20161220,failed,1.7051810609667124,7.074818939033287,50.0,-42.925181060966715
1154591179135966046,1482276893,(direct),78.36,20161220,failed,15.218449651178997,63.141550348821,50.0,13.141550348821
9803295841650471013,1482264201,(direct),196.56,20161220,failed,38.174304025468906,158.3856959745311,50.0,108.3856959745311
2587166407924109433,1482285644,(direct),16.99,20161220,failed,3.2996613013467475,13.690338698653251,50.0,-36.30966130134675
9880980015643386554,1482275978,(direct),373.92,20161220,failed,72.61973830486026,301.30026169513974,50.0,251.30026169513974
8814021277498961876,1482285839,(direct),109.49,20161220,failed,21.264268150939102,88.22573184906089,50.0,38.22573184906089
1591673974231051081,1482280214,(direct),279.97,20161220,failed,54.37352410465268,225.59647589534734,50.0,175.59647589534734
738777585657711314,1482272043,dfa,79.13,20161220,failed,15.36799286495398,63.76200713504602,200.0,-136.23799286495398
8398495866792940081,1482300928,(direct),163.15,20161220,failed,31.685682243362088,131.4643177566379,50.0,81.46431775663791
1776097454835233933,1482297511,(direct),95.99,20161220,failed,18.642406610728326,77.34759338927167,50.0,27.347593389271665
4866154016388549666,1482282950,(direct),747.3,20161220,success,145.1346021481121,602.1653978518879,50.0,552.1653978518879
537940071228449977,1482219816,(direct),121.94,20161220,failed,23.682207126911266,98.25779287308873,50.0,48.25779287308873
1631417180035527260,1482271213,phandroid.com,36.97,20161220,success,7.180016380858697,29.789983619141303,200.0,-170.2100163808587
7806543448896890229,1482225243,(direct),31.99,20161220,failed,6.212840790469833,25.777159209530165,50.0,-24.222840790469835
7990135994432965391,1482260444,(direct),1239.05,20161220,success,240.6383363998639,998.4116636001361,50.0,948.4116636001361
3224500939951572250,1482257108,(direct),7.96,20161220,success,1.5459272488946505,6.4140727511053495,50.0,-43.58592724889465
3535157243408917520,1482285720,(direct),28.78,20161220,failed,5.589420379797493,23.19057962020251,50.0,-26.80942037979749
3083583249945544526,1482288277,(direct),13.59,20161220,failed,2.639340617145515,10.950659382854486,50.0,-39.04934061714552
5701217119203777445,1482252306,(direct),13.98,20161220,failed,2.7150832838627155,11.264916716137286,50.0,-38.735083283862714
86382053515995633,1482295037,(direct),103.14,20161220,success,20.03102216721033,83.10897783278966,50.0,33.10897783278966
679645045413988495,1482258176,(direct),44.79,20161220,failed,8.698753954521532,36.09124604547847,50.0,-13.90875395452153
3213792540886957239,1482291368,(direct),55.99,20161220,success,10.873927973066769,45.11607202693323,50.0,-4.883927973066768
1716654206018570028,1482249883,us-mg5.mail.yahoo.com,18.99,20161220,failed,3.6880852332298253,15.301914766770173,200.0,-184.69808523322982
